zone,latitude,depth,utotal,vtotal,utide,vtide
"Italie,Venise",45.08333206176758,0.49402499198913574,0.033203125,0.060546875,0.016601562,0.009765625
"Japon,Iwaki",37.08333206176758,0.49402499198913574,0.05078125,0.030273438,0.001953125,0.0126953125
